session_id,student_id,present,pending
2671271,67,early,
2671271,68,,
2671271,69,early,
2671271,70,intime,
2671271,71,early,
2671271,72,early,
2671271,73,,
2671271,74,early,
2671271,75,,
2671271,76,early,
2671271,77,intime,
2671271,78,early,
2671271,79,early,
2671271,80,early,
2671271,81,early,
2671271,82,early,
2671271,83,intime,
2671271,84,intime,
2671271,85,intime,
2671271,86,,
2671271,87,early,
2671271,88,intime,
2671271,89,intime,
2671271,90,intime,
2671272,53,intime,
2671272,54,early,
2671272,55,intime,
2671272,56,early,
2671272,57,early,
2671272,58,early,
2671272,59,intime,
2671272,60,early,
2671272,61,early,
2671272,62,early,
2671272,63,intime,
2671272,64,intime,
2671272,65,early,
2671272,66,intime,
2671272,67,intime,
2671272,68,intime,
2671272,69,early,
2671272,70,early,
2671272,71,intime,
2671272,72,early,
2671272,73,,
2671272,74,early,
2671272,75,early,
2671272,76,early,
2671272,77,,
2671272,78,early,
2671272,79,early,
2671272,80,early,
2671272,81,intime,
2671272,82,early,
2671272,83,intime,
2671272,84,intime,
2671272,85,intime,
2671272,86,early,
2671272,87,intime,
2671272,88,intime,
2671272,89,intime,
2671272,90,early,
2671273,53,intime,
2671273,54,early,
2671273,55,intime,
2671273,56,early,
2671273,57,early,
2671273,58,early,
2671273,59,intime,
2671273,60,early,
2671273,61,intime,
2671273,62,early,
2671273,63,intime,
2671273,64,intime,
2671273,65,early,
2671273,66,early,
2671273,67,early,
2671273,68,intime,
2671273,69,early,
2671273,70,early,
2671273,71,early,
2671273,72,early,
2671273,73,,
2671273,74,early,
2671273,75,early,
2671273,76,early,
2671273,77,early,
2671273,78,early,
2671273,79,early,
2671273,80,intime,
2671273,81,early,
2671273,82,intime,
2671273,83,intime,
2671273,84,early,
2671273,85,intime,
2671273,86,early,
2671273,87,intime,
2671273,88,early,
2671273,89,early,
2671273,90,early,
2671274,53,intime,
2671274,54,intime,
2671274,55,intime,
2671274,56,early,
2671274,57,early,
2671274,58,early,
2671274,59,early,
2671274,60,early,
2671274,61,early,
2671274,62,early,
2671274,63,early,
2671274,64,early,
2671274,65,early,
2671274,66,intime,
2671274,67,intime,
2671274,68,intime,
2671274,69,early,
2671274,70,intime,
2671274,71,early,
2671274,72,early,
2671274,73,,
2671274,74,early,
2671274,75,early,
2671274,76,early,
2671274,77,intime,
2671274,78,intime,
2671274,79,early,
2671274,80,early,
2671274,81,intime,
2671274,82,early,
2671274,83,intime,
2671274,84,intime,
2671274,85,intime,
2671274,86,early,
2671274,87,intime,
2671274,88,intime,
2671274,89,early,
2671274,90,early,
2671275,53,intime,
2671275,54,early,
2671275,55,intime,
2671275,56,early,
2671275,57,early,
2671275,58,early,
2671275,59,early,
2671275,60,intime,
2671275,61,intime,
2671275,62,early,
2671275,63,early,
2671275,64,intime,
2671275,65,early,
2671275,66,intime,
2671275,67,intime,
2671275,68,intime,
2671275,69,early,
2671275,70,intime,
2671275,71,early,
2671275,72,early,
2671275,73,,
2671275,74,early,
2671275,75,early,
2671275,76,early,
2671275,77,,
2671275,78,early,
2671275,79,early,
2671275,80,intime,
2671275,81,early,
2671275,82,early,
2671275,83,intime,
2671275,84,early,
2671275,85,intime,
2671275,86,early,
2671275,87,early,
2671275,88,early,
2671275,89,early,
2671275,90,intime,
2671276,53,early,
2671276,54,early,
2671276,55,intime,
2671276,56,intime,
2671276,57,intime,
2671276,58,early,
2671276,59,early,
2671276,60,early,
2671276,61,early,
2671276,62,early,
2671276,63,intime,
2671276,64,early,
2671276,65,early,
2671276,66,early,
2671276,67,early,
2671276,68,intime,
2671276,69,early,
2671276,70,early,
2671276,71,early,
2671276,72,early,
2671276,73,,
2671276,74,early,
2671276,75,early,
2671276,76,early,
2671276,77,early,
2671276,78,early,
2671276,79,early,
2671276,80,intime,
2671276,81,early,
2671276,82,early,
2671276,83,intime,
2671276,84,early,
2671276,85,intime,
2671276,86,early,
2671276,87,intime,
2671276,88,intime,
2671276,89,intime,
2671276,90,early,
2671277,53,intime,
2671277,54,early,
2671277,55,intime,
2671277,56,intime,
2671277,57,intime,
2671277,58,early,
2671277,59,intime,
2671277,60,early,
2671277,61,early,
2671277,62,early,
2671277,63,intime,
2671277,64,early,
2671277,65,early,
2671277,66,intime,
2671277,67,intime,
2671277,68,intime,
2671277,69,early,
2671277,70,intime,
2671277,71,early,
2671277,72,early,
2671277,73,,
2671277,74,,
2671277,75,early,
2671277,76,early,
2671277,77,intime,
2671277,78,early,
2671277,79,early,
2671277,80,early,
2671277,81,early,
2671277,82,intime,
2671277,83,intime,
2671277,84,early,
2671277,85,early,
2671277,86,early,
2671277,87,early,
2671277,88,early,
2671277,89,early,
2671277,90,early,
2671278,53,intime,
2671278,54,early,
2671278,55,intime,
2671278,56,early,
2671278,57,early,
2671278,58,early,
2671278,59,intime,
2671278,60,early,
2671278,61,early,
2671278,62,early,
2671278,63,intime,
2671278,64,early,
2671278,65,early,
2671278,66,early,
2671278,67,early,
2671278,68,early,
2671278,69,early,
2671278,70,early,
2671278,71,early,
2671278,72,early,
2671278,73,,
2671278,74,early,
2671278,75,early,
2671278,76,early,
2671278,77,intime,
2671278,78,early,
2671278,79,early,
2671278,80,intime,
2671278,81,early,
2671278,82,early,
2671278,83,intime,
2671278,84,intime,
2671278,85,intime,
2671278,86,early,
2671278,87,early,
2671278,88,intime,
2671278,89,intime,
2671278,90,intime,
2671279,53,early,
2671279,54,early,
2671279,55,intime,
2671279,56,intime,
2671279,57,intime,
2671279,58,early,
2671279,59,early,
2671279,60,early,
2671279,61,early,
2671279,62,early,
2671279,63,early,
2671279,64,early,
2671279,65,intime,
2671279,66,intime,
2671279,67,early,
2671279,68,early,
2671279,69,early,
2671279,70,intime,
2671279,71,early,
2671279,72,early,
2671279,73,,
2671279,74,early,
2671279,75,early,
2671279,76,early,
2671279,77,intime,
2671279,78,early,
2671279,79,early,
2671279,80,intime,
2671279,81,early,
2671279,82,intime,
2671279,83,intime,
2671279,84,early,
2671279,85,intime,
2671279,86,early,
2671279,87,early,
2671279,88,early,
2671279,89,intime,
2671279,90,early,
2671280,53,early,
2671280,54,early,
2671280,55,intime,
2671280,56,early,
2671280,57,intime,
2671280,58,early,
2671280,59,early,
2671280,60,early,
2671280,61,early,
2671280,62,early,
2671280,63,intime,
2671280,64,early,
2671280,65,early,
2671280,66,intime,
2671280,67,intime,
2671280,68,early,
2671280,69,early,
2671280,70,intime,
2671280,71,early,
2671280,72,early,
2671280,73,,
2671280,74,early,
2671280,75,early,
2671280,76,early,
2671280,77,early,
2671280,78,early,
2671280,79,early,
2671280,80,early,
2671280,81,early,
2671280,82,early,
2671280,83,early,
2671280,84,early,
2671280,85,early,
2671280,86,early,
2671280,87,intime,
2671280,88,early,
2671280,89,early,
2671280,90,early,
2671281,53,intime,
2671281,54,early,
2671281,55,intime,
2671281,56,,
2671281,57,intime,
2671281,58,early,
2671281,59,intime,
2671281,60,early,
2671281,61,early,
2671281,62,early,
2671281,63,intime,
2671281,64,intime,
2671281,65,intime,
2671281,66,intime,
2671281,67,early,
2671281,68,,
2671281,69,early,
2671281,70,intime,
2671281,71,early,
2671281,72,early,
2671281,73,,
2671281,74,early,
2671281,75,,
2671281,76,early,
2671281,77,intime,
2671281,78,early,
2671281,79,early,
2671281,80,early,
2671281,81,early,
2671281,82,early,
2671281,83,intime,
2671281,84,intime,
2671281,85,intime,
2671281,86,,
2671281,87,early,
2671281,88,early,
2671281,89,intime,
2671281,90,early,
2671282,53,intime,
2671282,54,early,
2671282,55,intime,
2671282,56,early,
2671282,57,early,
2671282,58,early,
2671282,59,early,
2671282,60,early,
2671282,61,early,
2671282,62,early,
2671282,63,early,
2671282,64,early,
2671282,65,early,
2671282,66,intime,
2671282,67,intime,
2671282,68,intime,
2671282,69,early,
2671282,70,intime,
2671282,71,early,
2671282,72,early,
2671282,73,,
2671282,74,early,
2671282,75,early,
2671282,76,early,
2671282,77,intime,
2671282,78,,
2671282,79,early,
2671282,80,intime,
2671282,81,early,
2671282,82,early,
2671282,83,intime,
2671282,84,early,
2671282,85,early,
2671282,86,early,
2671282,87,,
2671282,88,intime,
2671282,89,intime,
2671282,90,intime,
2671283,53,intime,
2671283,54,early,
2671283,55,intime,
2671283,56,early,
2671283,57,early,
2671283,58,early,
2671283,59,intime,
2671283,60,early,
2671283,61,early,
2671283,62,early,
2671283,63,intime,
2671283,64,intime,
2671283,65,early,
2671283,66,intime,
2671283,67,intime,
2671283,68,intime,
2671283,69,early,
2671283,70,early,
2671283,71,intime,
2671283,72,early,
2671283,73,,
2671283,74,early,
2671283,75,early,
2671283,76,early,
2671283,77,,
2671283,78,early,
2671283,79,early,
2671283,80,early,
2671283,81,intime,
2671283,82,early,
2671283,83,intime,
2671283,84,intime,
2671283,85,intime,
2671283,86,early,
2671283,87,early,
2671283,88,early,
2671283,89,intime,
2671283,90,intime,
2671284,53,intime,
2671284,54,early,
2671284,55,intime,
2671284,56,early,
2671284,57,intime,
2671284,58,early,
2671284,59,intime,
2671284,60,early,
2671284,61,early,
2671284,62,early,
2671284,63,early,
2671284,64,early,
2671284,65,early,
2671284,66,intime,
2671284,67,intime,
2671284,68,early,
2671284,69,early,
2671284,70,intime,
2671284,71,early,
2671284,72,early,
2671284,73,,
2671284,74,early,
2671284,75,early,
2671284,76,early,
2671284,77,intime,
2671284,78,early,
2671284,79,early,
2671284,80,early,
2671284,81,early,
2671284,82,early,
2671284,83,intime,
2671284,84,early,
2671284,85,early,
2671284,86,early,
2671284,87,early,
2671284,88,intime,
2671284,89,early,
2671284,90,early,
2671285,53,intime,
2671285,54,early,
2671285,55,intime,
2671285,56,early,
2671285,57,early,
2671285,58,early,
2671285,59,intime,
2671285,60,early,
2671285,61,intime,
2671285,62,early,
2671285,63,intime,
2671285,64,intime,
2671285,65,early,
2671285,66,early,
2671285,67,early,
2671285,68,intime,
2671285,69,early,
2671285,70,early,
2671285,71,early,
2671285,72,early,
2671285,73,,
2671285,74,early,
2671285,75,early,
2671285,76,early,
2671285,77,early,
2671285,78,early,
2671285,79,early,
2671285,80,intime,
2671285,81,early,
2671285,82,intime,
2671285,83,intime,
2671285,84,early,
2671285,85,intime,
2671285,86,early,
2671285,87,intime,
2671285,88,early,
2671285,89,,
2671285,90,intime,
2671286,53,intime,
2671286,54,early,
2671286,55,intime,
2671286,56,intime,
2671286,57,early,
2671286,58,early,
2671286,59,intime,
2671286,60,early,
2671286,61,early,
2671286,62,early,
2671286,63,intime,
2671286,64,early,
2671286,65,early,
2671286,66,early,
2671286,67,intime,
2671286,68,intime,
2671286,69,early,
2671286,70,early,
2671286,71,intime,
2671286,72,early,
2671286,73,,
2671286,74,early,
2671286,75,early,
2671286,76,early,
2671286,77,intime,
2671286,78,early,
2671286,79,early,
2671286,80,intime,
2671286,81,early,
2671286,82,early,
2671286,83,intime,
2671286,84,intime,
2671286,85,early,
2671286,86,early,
2671286,87,early,
2671286,88,early,
2671286,89,early,
2671286,90,intime,
2671287,53,intime,
2671287,54,intime,
2671287,55,intime,
2671287,56,early,
2671287,57,early,
2671287,58,early,
2671287,59,early,
2671287,60,early,
2671287,61,early,
2671287,62,early,
2671287,63,early,
2671287,64,early,
2671287,65,early,
2671287,66,intime,
2671287,67,intime,
2671287,68,intime,
2671287,69,early,
2671287,70,intime,
2671287,71,early,
2671287,72,early,
2671287,73,,
2671287,74,early,
2671287,75,early,
2671287,76,early,
2671287,77,intime,
2671287,78,intime,
2671287,79,early,
2671287,80,early,
2671287,81,intime,
2671287,82,early,
2671287,83,intime,
2671287,84,intime,
2671287,85,intime,
2671287,86,early,
2671287,87,early,
2671287,88,early,
2671287,89,early,
2671287,90,early,
2671288,53,early,
2671288,54,early,
2671288,55,intime,
2671288,56,early,
2671288,57,early,
2671288,58,early,
2671288,59,intime,
2671288,60,early,
2671288,61,early,
2671288,62,early,
2671288,63,intime,
2671288,64,early,
2671288,65,early,
2671288,66,intime,
2671288,67,intime,
2671288,68,intime,
2671288,69,early,
2671288,70,early,
2671288,71,intime,
2671288,72,early,
2671288,73,early,
2671288,74,early,
2671288,75,early,
2671288,76,early,
2671288,77,early,
2671288,78,early,
2671288,79,early,
2671288,80,early,
2671288,81,early,
2671288,82,intime,
2671288,83,intime,
2671288,84,intime,
2671288,85,intime,
2671288,86,intime,
2671288,87,intime,
2671288,88,intime,
2671288,89,intime,
2671288,90,early,
2671289,53,early,
2671289,54,early,
2671289,55,intime,
2671289,56,early,
2671289,57,early,
2671289,58,intime,
2671289,59,early,
2671289,60,early,
2671289,61,early,
2671289,62,early,
2671289,63,intime,
2671289,64,early,
2671289,65,early,
2671289,66,intime,
2671289,67,early,
2671289,68,intime,
2671289,69,,
2671289,70,early,
2671289,71,intime,
2671289,72,early,
2671289,73,intime,
2671289,74,early,
2671289,75,early,
2671289,76,,
2671289,77,intime,
2671289,78,early,
2671289,79,early,
2671289,80,early,
2671289,81,early,
2671289,82,early,
2671289,83,intime,
2671289,84,early,
2671289,85,intime,
2671289,86,early,
2671289,87,early,
2671289,88,early,
2671289,89,early,
2671289,90,early,
2671290,53,intime,
2671290,54,early,
2671290,55,intime,
2671290,56,early,
2671290,57,early,
2671290,58,early,
2671290,59,intime,
2671290,60,early,
2671290,61,early,
2671290,62,early,
2671290,63,intime,
2671290,64,intime,
2671290,65,early,
2671290,66,early,
2671290,67,intime,
2671290,68,intime,
2671290,69,intime,
2671290,70,early,
2671290,71,early,
2671290,72,early,
2671290,73,early,
2671290,74,intime,
2671290,75,early,
2671290,76,early,
2671290,77,early,
2671290,78,intime,
2671290,79,early,
2671290,80,early,
2671290,81,early,
2671290,82,early,
2671290,83,,
2671290,84,early,
2671290,85,intime,
2671290,86,early,
2671290,87,intime,
2671290,88,intime,
2671290,89,,
2671290,90,early,
2671291,53,intime,
2671291,54,early,
2671291,55,intime,
2671291,56,early,
2671291,57,early,
2671291,58,intime,
2671291,59,intime,
2671291,60,early,
2671291,61,early,
2671291,62,early,
2671291,63,intime,
2671291,64,early,
2671291,65,early,
2671291,66,intime,
2671291,67,early,
2671291,68,intime,
2671291,69,intime,
2671291,70,early,
2671291,71,early,
2671291,72,early,
2671291,73,intime,
2671291,74,early,
2671291,75,early,
2671291,76,early,
2671291,77,early,
2671291,78,early,
2671291,79,early,
2671291,80,intime,
2671291,81,intime,
2671291,82,intime,
2671291,83,intime,
2671291,84,early,
2671291,85,intime,
2671291,86,intime,
2671291,87,early,
2671291,88,early,
2671291,89,intime,
2671291,90,early,
2671292,53,early,
2671292,54,early,
2671292,55,intime,
2671292,56,early,
2671292,57,early,
2671292,58,early,
2671292,59,,
2671292,60,early,
2671292,61,early,
2671292,62,early,
2671292,63,intime,
2671292,64,intime,
2671292,65,early,
2671292,66,intime,
2671292,67,early,
2671292,68,intime,
2671292,69,early,
2671292,70,intime,
2671292,71,intime,
2671292,72,early,
2671292,73,early,
2671292,74,intime,
2671292,75,intime,
2671292,76,early,
2671292,77,early,
2671292,78,intime,
2671292,79,early,
2671292,80,early,
2671292,81,intime,
2671292,82,early,
2671292,83,intime,
2671292,84,intime,
2671292,85,intime,
2671292,86,,
2671292,87,early,
2671292,88,intime,
2671292,89,intime,
2671292,90,early,
2671293,53,early,
2671293,54,early,
2671293,55,intime,
2671293,56,early,
2671293,57,early,
2671293,58,intime,
2671293,59,intime,
2671293,60,early,
2671293,61,early,
2671293,62,early,
2671293,63,intime,
2671293,64,intime,
2671293,65,early,
2671293,66,intime,
2671293,67,early,
2671293,68,intime,
2671293,69,early,
2671293,70,early,
2671293,71,early,
2671293,72,early,
2671293,73,intime,
2671293,74,early,
2671293,75,early,
2671293,76,early,
2671293,77,early,
2671293,78,early,
2671293,79,early,
2671293,80,early,
2671293,81,early,
2671293,82,early,
2671293,83,intime,
2671293,84,early,
2671293,85,intime,
2671293,86,early,
2671293,87,early,
2671293,88,intime,
2671293,89,,
2671293,90,early,
2671294,53,early,
2671294,54,early,
2671294,55,intime,
2671294,56,,
2671294,57,intime,
2671294,58,early,
2671294,59,intime,
2671294,60,early,
2671294,61,intime,
2671294,62,early,
2671294,63,intime,
2671294,64,early,
2671294,65,early,
2671294,66,intime,
2671294,67,early,
2671294,68,,
2671294,69,intime,
2671294,70,early,
2671294,71,early,
2671294,72,early,
2671294,73,early,
2671294,74,early,
2671294,75,early,
2671294,76,early,
2671294,77,,
2671294,78,intime,
2671294,79,early,
2671294,80,intime,
2671294,81,early,
2671294,82,early,
2671294,83,intime,
2671294,84,intime,
2671294,85,intime,
2671294,86,early,
2671294,87,early,
2671294,88,early,
2671294,89,early,
2671294,90,early,
2671295,53,early,
2671295,54,early,
2671295,55,intime,
2671295,56,early,
2671295,57,early,
2671295,58,early,
2671295,59,early,
2671295,60,early,
2671295,61,early,
2671295,62,early,
2671295,63,intime,
2671295,64,early,
2671295,65,early,
2671295,66,intime,
2671295,67,early,
2671295,68,intime,
2671295,69,early,
2671295,70,early,
2671295,71,early,
2671295,72,early,
2671295,73,intime,
2671295,74,early,
2671295,75,early,
2671295,76,early,
2671295,77,early,
2671295,78,intime,
2671295,79,early,
2671295,80,early,
2671295,81,early,
2671295,82,intime,
2671295,83,early,
2671295,84,intime,
2671295,85,intime,
2671295,86,intime,
2671295,87,early,
2671295,88,early,
2671295,89,early,
2671295,90,intime,
2671296,53,early,
2671296,54,early,
2671296,55,intime,
2671296,56,early,
2671296,57,intime,
2671296,58,early,
2671296,59,intime,
2671296,60,early,
2671296,61,early,
2671296,62,early,
2671296,63,intime,
2671296,64,early,
2671296,65,early,
2671296,66,intime,
2671296,67,intime,
2671296,68,,
2671296,69,early,
2671296,70,early,
2671296,71,intime,
2671296,72,early,
2671296,73,early,
2671296,74,early,
2671296,75,early,
2671296,76,early,
2671296,77,intime,
2671296,78,early,
2671296,79,early,
2671296,80,early,
2671296,81,early,
2671296,82,early,
2671296,83,intime,
2671296,84,early,
2671296,85,intime,
2671296,86,early,
2671296,87,intime,
2671296,88,early,
2671296,89,early,
2671296,90,early,
2671297,53,early,
2671297,54,early,
2671297,55,intime,
2671297,56,early,
2671297,57,early,
2671297,58,intime,
2671297,59,early,
2671297,60,early,
2671297,61,early,
2671297,62,early,
2671297,63,intime,
2671297,64,early,
2671297,65,early,
2671297,66,intime,
2671297,67,early,
2671297,68,intime,
2671297,69,,
2671297,70,early,
2671297,71,intime,
2671297,72,early,
2671297,73,intime,
2671297,74,early,
2671297,75,early,
2671297,76,,
2671297,77,intime,
2671297,78,early,
2671297,79,early,
2671297,80,early,
2671297,81,early,
2671297,82,early,
2671297,83,intime,
2671297,84,early,
2671297,85,intime,
2671297,86,early,
